ID,Nombre,Categoria
"00007029","AG VIVIENDA NUEVA CIUDAD 4 EXTRAORD","Conjuntos residenciales"
"00010021","AGENCIA DE SEGUROS CM2","Empresas De Seguros"
"00008279","AGENCIA DE SEGUROS COOPSERP","Empresas De Seguros"
"00008760","AGENTE GENERAL","Otros Servicios"
"00000751","AGP QUINTAS DE SANTABARBARA III","Conjuntos residenciales"
"00017430","AGR DE VIVIENDA VILLAS MADRIGAL MZ36 CRA 96A 7540","Conjuntos residenciales"
"00007366","AGR MULTIF CIUDADELA CAFAM 3 ET CUOTA EX CRA 113C","Conjuntos residenciales"
"00002505","AGR VIVIE QUINTAS SAN MIGUEL ETAP I","Conjuntos residenciales"
"00027534","AGREMIACION DE ADMON DE PH CALI","Conjuntos residenciales"
"00014125","AGRICULTURA Y SERVICIOS SAS","Otros Servicios"
"00026650","AGROIMPORTACIONES INDUSTRIALES S A","Otros Servicios"
"00011496","AGROINDUSTRIAL MOLINO SONORA","Otros Servicios"
"00007279","AGROINDUSTRIALES CANAVERALEJO","Otros Servicios"
"00016012","AGROINDUSTRIALES DE OCCIDENTE SAS CLL 58 N 2 GN 98","Otros Servicios"
"00016592","AGROP RESID SANTAFE DEL TINTAL ET 1 EXTRAORD 2018","Conjuntos residenciales"
"00000699","AGRP CEREZOS DE NUEVA CASTILLA CLL 7 9076","Conjuntos residenciales"
"00014419","AGRU CERRADA BRISAS DE AGUA BLANCA VIS ET CL14 SUR","Conjuntos residenciales"
"00006321","AGRU DE VIVIENDA TORRES DEL DIAMANTE CL 56 85 I 06","Conjuntos residenciales"
"00002111","AGRU LOS LIMONEROS CIU COLSUBSIDIO CL 86A 111A 49","Conjuntos residenciales"
"00027489","AGRU RES SAN LUIS D CASTILLA EXTRAO","Conjuntos residenciales"
"00009155","AGRUP ALMENDROS DE NUEVA CASTILLA CLL 7 NO 90 64","Conjuntos residenciales"
"00000725","AGRUP CARLOS MEDELLIN FORERO CLL 68A SUR NO 80K 69","Conjuntos residenciales"
"00017449","AGRUP CONDOMINIOS 2 PORVENIR CL52SUR93D98","Conjuntos residenciales"
"00015481","AGRUP D CIUDADELA NUEVA TIBABUYES","Conjuntos residenciales"
"00004352","AGRUP D VIVIENDA TORRES DEL COUNTRY","Conjuntos residenciales"
"00016131","AGRUP DE COPROPIETARIOS ZONAS A Y B CL83A 98A 14","Conjuntos residenciales"
"00019665","AGRUP DE VIVI LA FONTANA 2 TORRE U","Conjuntos residenciales"
"00015662","AGRUP DE VIVI MANZ 43 VILLAMAGDALA","Conjuntos residenciales"
"00016258","AGRUP DE VIVI NUEVA TIBABUYES SECT B KR123No130C56","Conjuntos residenciales"
"00000762","AGRUP DE VIVIENDA EDIFICIO AV 39 PH AV CL 39 13 21","Conjuntos residenciales"
"00009156","AGRUP DE VIVIENDA LAURELES DE NUEVA CASTILLA CLL 7","Conjuntos residenciales"
"00005902","AGRUP DE VIVIENDA LOS EUCALIPTOS CRA 118 NO 89B 35","Conjuntos residenciales"
"00007393","AGRUP DE VIVIENDA NUEVA TIBABUYES SECT B CR123 130","Conjuntos residenciales"
"00011797","AGRUP DE VIVIENDA PORTAL DE SANT CL 54 ASUR 37 81","Conjuntos residenciales"
"00000995","AGRUP DE VIVIENDA QUINTAS DE SAN MIGUEL II CRA 87","Conjuntos residenciales"
"00000754","AGRUP DE VIVIENDA SANTA MARIA DEL CAMP ET1 CLL 163","Conjuntos residenciales"
"00007861","AGRUP DE VIVIENDA SANTA MARIA PH CRA 20 NO 184 48","Conjuntos residenciales"
"00025506","Agrup de Vivienda Torrecampo3 casas","Conjuntos residenciales"
"00001093","AGRUP DE VIVIENDA TORREMOLINOS SUPERM I CR52 16 28","Conjuntos residenciales"
"00000757","AGRUP DE VIVIENDA TORRES DEL CAMINO I CL 18 9 39","Conjuntos residenciales"
"00013831","AGRUP DE VIVIENDA VILLA COMFENALCO SUBA CRA 140B","Conjuntos residenciales"
"00017543","AGRUP DE VIVIENDA VILLA INES PH CLL 2 B NO 37 C 21","Conjuntos residenciales"
"00014936","AGRUP DE VIVIENDAS VILLAS DE MADRID I CRA 23 NO 14","Conjuntos residenciales"
"00023941","AGRUP DEVIVIENDA FUENTE DE VIDA","Conjuntos residenciales"
"00017439","AGRUP ECOLOGICA ALTOS DE POTOSI VEREDA STA ISABEL","Conjuntos residenciales"
"00015977","AGRUP QUINTAS DE SANTABARBARA II CALLE 83 A 115 07","Conjuntos residenciales"
"00007951","AGRUP RES ALCALA CONJUNTO UNO I ET PH CR 46 34A 15","Conjuntos residenciales"
"00001406","AGRUP RESID CASTILLA REAL SECTOR F CLL 11A 78D 11","Conjuntos residenciales"
"00007606","AGRUP RESID SAN DIEGO DE CASTILLA CRA 88 NO 6D 27","Conjuntos residenciales"
"00005909","AGRUP RESID SAN JUAN DE CASTILLA CLL 7 87B 90","Conjuntos residenciales"
"00005910","AGRUP RESID SAN LUIS DE CASTILLA CLL 7 NO 87B 53","Conjuntos residenciales"
"00005911","AGRUP RESID SAN PEDRO DE CASTILLA CLL 7 NO 87B 70","Conjuntos residenciales"
"00001264","AGRUP RESID SANTAFE DEL TINTAL ET 1 CR 88 NO 6A 99","Conjuntos residenciales"
"00006320","AGRUP RESIDENCIAL AMBALEMA MAIPORE CRA 3 NO 15 86","Conjuntos residenciales"
"00010257","AGRUP RESIDENCIAL AQUALINA GREEN DG 5B No 25165","Conjuntos residenciales"
"00002146","AGRUP RESIDENCIAL CAMINOS DE SIE IL CLL 3 NO 9F 81","Conjuntos residenciales"
"00008081","AGRUP RESIDENCIAL CATALINA MUÑOZ DG 4SUR NO 23D 23","Conjuntos residenciales"
"00005081","AGRUP RESIDENCIAL NUEVA TIBABUYES A CRA 123 131 61","Conjuntos residenciales"
"00000509","AGRUP RESIDENCIAL SATIBARUM CRA 69B NO 24B 55","Conjuntos residenciales"
"00009237","AGRUP RESIDENCIAL VILLA ALICIA CRA 16 NO 67 59","Conjuntos residenciales"
"00016945","AGRUP SANTA MARIA DE ALSACIA PH CL12C NO 71 B 60","Conjuntos residenciales"
"00002333","AGRUP TORRES NUEVA CASTILLA II CLL 8A NO 88 90","Conjuntos residenciales"
"00017518","AGRUP VIVIENDA EDIFICIO AMARETTO II CLL 22A 47 13","Conjuntos residenciales"
"00017448","AGRUP VIVIENDA PORTALES VILLALUZ ET1CRA 85L 63B 42","Conjuntos residenciales"
"00027004","AGRUPA VIVIENDA EDIFICIO LOS OLIVOS","Conjuntos residenciales"
"00013171","AGRUPAC VIVIENDA CASTILLA REAL CRA 79 10 D 96","Conjuntos residenciales"
"00004231","AGRUPACION CIUDADELA CAFAM ILL CRA 113C N 143 A 20","Conjuntos residenciales"
"00004924","AGRUPACION DE VIVIENDA SAN MARCOS CLL 139 94 90","Conjuntos residenciales"
"00004893","AGRUPACION DE VIVIENDA TORRECAMPO CRA 2 NO 24 02","Conjuntos residenciales"
"00000765","AGRUPACION DE VIVIENDA TORRECAMPO IL CLL 65B 88 59","Conjuntos residenciales"
"00000756","AGRUPACIÓN DE VIVIENDA TORRES CLL 18 NO 9 40","Conjuntos residenciales"
"00024743","AGRUPACION EDIFICIO QUINTERO PH","Conjuntos residenciales"
"00012472","AGRUPACION FLORESTA SAN RAFAEL PH CLL28 NO 22 A 92","Conjuntos residenciales"
"00007618","AGRUPACION MACADAMIA ETAPA B PH VDA SAN JOSE","Conjuntos residenciales"
"00025650","AGRUPACION PARQUES DE GALICIA I PH","Conjuntos residenciales"
"00000654","AGRUPACION RESID EDIF ONIX LOS PATIOS CLL 3 6 39","Conjuntos residenciales"
"00017502","AGRUPACION RESID LA FONTANA CRA 52 NO 14 40 BOGOTA","Conjuntos residenciales"
"00010812","AGRUPACION RESIDEN VILLA ZULIA 1","Conjuntos residenciales"
"00013554","AGRUPACION RESIDENCIAL CASTELL CRA 87 B 8 02","Conjuntos residenciales"
"00017500","AGRUPACION RESIDENCIAL EL PORTAL CLL 19 N 1396","Conjuntos residenciales"
"00012176","AGRUPACION RESIDENCIAL GERONA CLL 34A SUR 89 40","Conjuntos residenciales"
"00028979","AGRUPACION RESIDENCIAL LA CAMPINA","Conjuntos residenciales"
"00017501","AGRUPACION RESIDENCIAL LA CANDELARIA CLL 1 N 1191","Conjuntos residenciales"
"00009307","AGRUPACION RESIDENCIAL LA COFRADIA CRA 97 N 24B 35","Conjuntos residenciales"
"00007065","AGRUPACION RESIDENCIAL LOS YARUMOS CLL 81 N 113 39","Conjuntos residenciales"
"00023575","AGRUPACION RESIDENCIAL MALAGA","Conjuntos residenciales"
"00017503","AGRUPACION RESIDENCIAL NUEVA ANDALUCIA KR 43 18 50","Conjuntos residenciales"
"00003383","AGRUPACION RESIDENCIAL NUEVA TIBABUYES CRA 123 131","Conjuntos residenciales"
"00016912","AGRUPACION RESIDENCIAL PRIMAVERA 3","Conjuntos residenciales"
"00013922","AGRUPACION RESIDENCIAL TEJARES 1","Conjuntos residenciales"
"00015624","AGRUPACION RESIDENCIAL ZARZAMORA CA CLL 71B 87 12","Conjuntos residenciales"
"00025053","Agrupacion Rincon Del Parque","Conjuntos residenciales"
"00005914","AGRUPACION TIMIZA CENTRAL CALLE 40 SUR NO 72 Q 25","Conjuntos residenciales"
"00007967","AGRUPACION TORRES DEL PORVENIR CLL 54C SUR 100 24","Conjuntos residenciales"
"00026946","Agrupacion Torres del Porvenir Ext","Conjuntos residenciales"
"00002332","AGRUPACION TORRES NUEVA CASTILLA I CL 8 A NO 88 90","Conjuntos residenciales"
"00006336","AGRUPACION VIGIA DEL PARQUE CR 72H BIS 42 F 12 SUR","Conjuntos residenciales"
"00026432","Agrupacion Villa de los Angeles 1","Conjuntos residenciales"
"00024674","AGRUPACION VILLAS DE SAN DIEGO","Conjuntos residenciales"
"00025657","AGRUPACION VILLAS DE VIZCAYA 5","Conjuntos residenciales"
"00010239","AGRUPACION VILLAS DE VIZCAYA 9 CRA 98B 73 15 SUR","Conjuntos residenciales"
"00007028","AGRUPACION VIVIENDA NUEVA CIUDAD ET 4 CR 95 65 48","Conjuntos residenciales"
"00000005","Agua Gas Energia y Tel EPM","Servicios Públicos"
"00017473","AGUASCALIENTES1 CALLE 19 A 158 135","Conjuntos residenciales"
"00017508","ALAMEDA DE SANTABARBARA AV CLL 116 NO 9 15","Conjuntos residenciales"
"00010300","ALAMEDA DE VILLA LUZ CALLE 63F 76 66 BOGOTA","Conjuntos residenciales"
"00026303","ALAMEDA DEL PARQUE ETAPA 12","Conjuntos residenciales"
"00000731","ALANDRA CONJ RESIDENCIAL CLL 12C NO 71C 61","Conjuntos residenciales"
"00026846","ALCAZAR LIVING TORRE 3","Conjuntos residenciales"
"00012806","ALCIA SUSPENSION","Otros Servicios"
"00026007","ALEGRIAS DE LA VILLA","Conjuntos residenciales"
"00026808","ALEJANDRIA REAL 2 MOSQUERA","Conjuntos residenciales"
"00015927","ALEJANDRIA REAL ET V PH CRA 5 8 26","Conjuntos residenciales"
"00004846","ALEJANDRIA REAL I PARQUE RESIDENCIAL CLL 7 NO 5 29","Conjuntos residenciales"
"00003061","ALEJANDRIA REAL PARQ RESID ET ILL MOSQ CRA 5 7 36","Conjuntos residenciales"
"00007630","ALEJANDRIA REAL PARQUE RESID ET 4 CRA 5 NO 7 A 44","Conjuntos residenciales"
"00013766","ALEMSYS PAGOS EN LINEA","Otros Servicios"
"00026446","ALFONSO MUNOZ AGASAJOS EVENTOS","Otros Servicios"
"00011064","ALIGERSA SAS PAGOS ADMINISTRACION","Otros Servicios"
"00000420","ALIMENTOS MULTINACIONALES","Otros Servicios"
"00005660","ALLIANZ SEGUROS","Empresas De Seguros"
"00005661","ALLIANZ VIDA","Empresas De Seguros"
"00004873","ALONDRA CONJUNTO RESIDENCIAL DG 56 BIS SUR 84 A 20","Conjuntos residenciales"
"00027089","Alondra Conjunto Residencial Ext","Conjuntos residenciales"
"00018569","ALPOPULAR SA","Otros Servicios"
"00027191","ALTAGRACIA CALI AV 5 BN No 21 79","Centros Comerciales"
"00002442","ALTAMIRA CONJUNTO RESIDENCIAL CL 55 SUR NO 95B 67","Conjuntos residenciales"
"00016934","ALTAVISTA NORMANDIA ET1 CALI AV6 OESTE NO5 OESTE","Conjuntos residenciales"
"00000776","ALTERNATIVA DE SERVICIOS SA","Otros Servicios"
"00022383","ALTERNATIVA DE SERVICIOS SA CRA 49 NO 58 44","Otros Servicios"
"00017470","ALTO PANCE CONDMINIO CAMPESTRE CALI CRA 140 NO305","Conjuntos residenciales"
"00015782","ALTO PIAMONTE TORRE 3","Conjuntos residenciales"
"00000584","ALTOS DE MORINDA CONJUNTO CERRADO CRA 17 57N 590","Conjuntos residenciales"
"00017464","ALTOS DE SANTA INES POPAYAN CRA 5 B ESTE NO 10 35","Conjuntos residenciales"
"00027821","ALTOS DE VILLA CAFE PH IBAGUE","Conjuntos residenciales"
"00026221","AM ADMINISTRACIONES SAS","Otros Servicios"
"00011003","AMISTAD POPULAR","Otros Servicios"
"00005919","ANDALUCIA REAL CONJUNTO RESIDENCIAL CL 181 NO 9 30","Conjuntos residenciales"
"00011489","ANDES PLAZA CENTRO COMERCIAL CHIA KR 1C NRO 12 39","Centros Comerciales"
"00010132","ANDES SERVICIO DE CERTIFICACION DIGITAL SA CRA 27","Otros Servicios"
"00011851","ANGIOGRAFIA DE OCCIDENTE SA","Otros Servicios"
"00020348","ANTILIA RESIDENCIAL","Conjuntos residenciales"
"00020473","APARTAMENTOS EDIFICIO CARMA","Conjuntos residenciales"
"00022882","APARTAMENTOS VISSANI PH","Conjuntos residenciales"
"00026531","Apoyo empresarial G SAS","Otras Obligaciones financieras"
"00030138","APP SERVICLUB SAS","Conjuntos residenciales"
"00017484","APRENDO ABA IPS SAS CALLE 79 5935","Salud y medicina"
"00021089","AR NUEVA TIBABUYES SECTOR A EXTRAOR","Conjuntos residenciales"
"00007033","ARBOLEDA DE SAN GABRIEL I Y IL CLL 3 SUR NO 70 81","Conjuntos residenciales"
"00030249","ARBOLEDA REAL PH ARMENIA","Conjuntos residenciales"
"00001738","ARBOLEDA SAN GABRIEL V CLL 3 SUR NO 70 25","Conjuntos residenciales"
"00014081","AREA INDUSTRIAL INMOBILIARIA","Servicios Inmobiliarios"
"00014161","AREKA CONJUNTO RESIDENCIAL CRA 119 A 60 56 CALI","Conjuntos residenciales"
"00025747","ARESS Seguros","Empresas De Seguros"
"00017513","ARIADNA ESTETICA INTEGRAL IPS CRA 100 16 106 PI 2","Otros Servicios"
"00024199","ARMARIOS VILLA CLAUDIA","Conjuntos residenciales"
"00012706","ARMONIZA TU VIDA FRANCELY CRA 28B N71A 31 APTO 202","Otros Servicios"
"00015866","ARRAYANES DE SANTA BARBARA PH CRA 17A NO 113 74","Conjuntos residenciales"
"00001505","ASEPEMCALI","Otros Servicios"
"00016207","ASESORIA Y SERVICIOS SAS","Conjuntos residenciales"
"00023043","ASESORIAS EMPRESARIALES LTS SAS","Otros Servicios"
"00012295","ASESORIAS LEGALES Y SERVICIOS CRA 83F 53A 58","Otros Servicios"
"00005242","ASG SANAS AGENCIA DE SEGUROS LTDA","Empresas De Seguros"
"00009702","ASIEMCALI","Otros Servicios"
"00000468","ASISTIR IPS Y HSE SU COMPANIA EN SA","Salud y medicina"
"00006545","ASMET SALUD EPS","Salud y medicina"
"00004607","ASO NACIONAL DEL SECT CALZADO CUERO","Otros Servicios"
"00000923","ASOC COLOMBIANA DE GENETICA HUMANA AV CL100 11B 04","Cooperativas"
"00026047","ASOC COPROP EDIFICIO GALAXIA","Conjuntos residenciales"
"00016999","ASOC COPROPIETARIOS CONJUNTO RESID CL 14C NO 48 55","Conjuntos residenciales"
"00017578","ASOC COPROPIETARIOS ED ENTREMARES BGRANDE CR3 6 75","Conjuntos residenciales"
"00017511","ASOC COPROPIETARIOS TORRELADERA CRA 80 NO 146 07","Conjuntos residenciales"
"00017581","ASOC DE COOPROPIETARIOS EDIFICIO AV CRA 5 NO 15 11","Conjuntos residenciales"
"00023214","ASOC DE COPROPIETARIOS ARCO CLL 151 F NO 117 39","Otros Servicios"
"00009381","ASOC DE COPROPIETARIOS DEL CONJ RES PLAZUELA KR 25","Conjuntos residenciales"
"00029660","ASOC DE PENSIONADOS ACPR SECTO","Conjuntos residenciales"
"00021186","ASOC DE USUARIOS ACUEDUCTO LA TOLDA","Otros Servicios"
"00015550","Asoc Nuevo Futuro De Colombia","Fundaciones"
"00017584","ASOC USUAR ACUEDUCTO RURAL SAN JOSE TRIUNFO LA C","Otros Servicios"
"00017586","ASOC VIVIEN POPULAR LA VICENT RESER PAUJIL CL 131","Otros Servicios"
"00024477","asocampestre vecinos santana previo","Conjuntos residenciales"
"00013632","ASOCIA DE COPROP URBAN VILLA DEL ROBLE CLL30 2 No 03","Conjuntos residenciales"
"00026391","ASOCIACION COLOMBIANA DE ARTES MARC","Fundaciones"
"00000987","ASOCIACION COPROPIETARIOS URB SERRANIA CR20B45C120","Conjuntos residenciales"
"00029043","ASOCIACION EDIFICIO CAROLINA","Conjuntos residenciales"
"00025896","ASOCIACION EDIFICIO MARISCAL","Conjuntos residenciales"
"00000565","ASOCIACION LIGA DE NUEVA VIDA","Instituciones Educativas"
"00010792","ASOCIACION NACIONAL DE CAJAS","Otros Servicios"
"00013575","ASOCIACION PASION Y VIDA","Otros Servicios"
"00002558","ASOCIACION SUSCRIPTORES ACUEDUCTO","Otros Servicios"
"00001006","ASOFORESTAL ACUEDUCTO","Cooperativas"
"00002034","ASS VIDA LTDA","Empresas De Seguros"
"00001010","ASUSALUD INTEGRAL SAS","Otros Servicios"
"00017574","ATARDECERES PARQUE RESIDENCIAL CRA 41 D NO 84 A 49","Conjuntos residenciales"
"00021753","ATI Labor Empresarial Bogota","Otros Servicios"
"00023363","ATI Labor Empresarial Boyaca","Otros Servicios"
"00023215","ATI Labor Empresarial Valle","Otros Servicios"
"00009435","ATLETICO NACIONAL","Otros Servicios"
"00017573","AUTOPAGOS CLL 32 E NO80 A 57 INT 201","Otros Servicios"
"00023732","AV NUEVA CIUDAD ESTAPA 2 PH","Conjuntos residenciales"
"O0407","AV VILLAS CREDITO FACTORING","Obligaciones Aval"
"O0408","AV VILLAS PAGO AVALUOS","Otras Obligaciones financieras"
"00024118","AVALETH PH","Conjuntos residenciales"
"00023722","AVALON HILLS CONDOMINIO CHIA","Conjuntos residenciales"
"00008770","Avancop Cooperativa Ahorro Credito","Cooperativas"
"00027405","AVANSALUD MEDICAL IPS SAS","Otros Servicios"
"00023057","AVANZA INTERNACIONAL GROUP SAS","Otros Servicios"
"00017537","AVENIDA DEL RIO TORRE CR 1 OESTE 9 59","Conjuntos residenciales"
"00020349","AVV SANTA MARIA DE SUBA EXTRAORDINA","Conjuntos residenciales"
"00015562","AXA ASISTENCIA IPS","Otros Servicios"
"00025232","AYS ASESORIA SERVICIOS EN SALUD SAS","Conjuntos residenciales"
"00014184","AZALEA CONJUNTO RESIDENCIAL","Conjuntos residenciales"
"00017585","AZOR CONJ RESID ET 1 VIA CV CALI JAM NO80 CCOUNTRY","Conjuntos residenciales"
"00017462","AZUL CLUB RESIDENCIAL CELESTE","Conjuntos residenciales"
"00000465","B2BCAMARA COMERCIO DE MEDELLIN","Otros Servicios"
"00000155","B2C U PARQUES NACIONALES","Otros Servicios"
"00000126","B2C VILLEGAS EDITORES","Otros Servicios"
"00001020","BALCONES COSTA AZUL SERVICIO KM 19 VIA A CIENAGA","Conjuntos residenciales"
"00001740","BALCONES DE SAN DIEGO CLL 27 NO 3 A 35","Conjuntos residenciales"
"00012962","BALCONES DE SAN JUAN CRA 22 B SUR 21","Conjuntos residenciales"
"00017001","BALCONES DE SANTA PAULA CARRERA 14 106A 43","Conjuntos residenciales"
"00024413","BALCONES DE SANTA RITA PH CHIA","Conjuntos residenciales"
"00024599","BALCONES DE SEVILLA KR 50 N 102A 13","Conjuntos residenciales"
"00005303","BALCONES DEL PARQUE CRA 7D NO 127C 94","Conjuntos residenciales"
"00022836","BALCONES PLAZA D COMERCIAL","Centros Comerciales"
"00000209","BANCO ARQUID DE ALIMENTOS","Fundaciones"
"00000850","Banco Contactar","Otras Obligaciones financieras"
"00003526","BANCO CREDIFINANCIERA ALIADOS","Otros Servicios"
"00001131","BANCO DE ALIMENTOS DE CALI","Fundaciones"
"O0106","BANCO DE BOGOTÁ - ADELANTO DE NÓMINA","Obligaciones Aval"
"O0111","Banco De Bogotá - CeroPay","Obligaciones Aval"
"O0107","BANCO DE BOGOTÁ - CREDIESTUDIANTIL","Obligaciones Aval"
"O0101","BANCO DE BOGOTÁ - CREDISERVICE","Obligaciones Aval"
"O0102","BANCO DE BOGOTÁ - CRÉDITO HIPOTECARIO","Obligaciones Aval"
"O0108","BANCO DE BOGOTÁ - LIBRANZA","Obligaciones Aval"
"O0109","BANCO DE BOGOTÁ - LIBRE DESTINO","Obligaciones Aval"
"O0103","BANCO DE BOGOTÁ - OTROS CRÉDITOS","Obligaciones Aval"
"O0104","BANCO DE BOGOTÁ - TARJETA DE CRÉDITO MASTERCARD","Obligaciones Aval"
"O0105","BANCO DE BOGOTÁ - TARJETA DE CRÉDITO VISA","Obligaciones Aval"
"O0110","BANCO DE BOGOTÁ - VEHÍCULO","Obligaciones Aval"
"00015211","BANCO DE LAS OPORTUNIDADES CARTERA","Cooperativas"
"O0210","BANCO DE OCCIDENTE - CRÉDITO ROTATIVO","Obligaciones Aval"
